qualitative_id,response_id,survey_id,geo_id,submission_date,free_text_response,language,sentiment_score,sentiment_label,theme_code,theme_label,nlp_confidence_score,human_validated,rumour_flag,ingested_at
Q000152,R000363,S0003,G0002,2024-07-06,Staff communicated clearly about what aid was available,English,0.842,positive,RESOURCE_ALLOCATION,Resource allocation,0.957,True,False,2026-05-09 17:29:06
Q000153,R000364,S0003,G0003,2024-07-06,Staff communicated clearly about what aid was available,English,0.813,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.94,False,False,2026-05-09 17:29:06
Q000154,R000366,S0003,G0002,2024-07-06,We trust them to help us in times of crisis,English,0.896,positive,RESOURCE_ALLOCATION,Resource allocation,0.758,False,False,2026-05-09 17:29:06
Q000155,R000369,S0003,G0003,2024-07-06,The volunteers were trained and professional,English,0.851,positive,STAFF_BEHAVIOUR,Staff behaviour,0.762,False,False,2026-05-09 17:29:06
Q000156,R000370,S0003,G0004,2024-07-06,They kept us informed throughout the process,English,0.852,positive,RESOURCE_ALLOCATION,Resource allocation,0.906,True,False,2026-05-09 17:29:06
Q000157,R000371,S0003,G0002,2024-07-06,We received food and medicine quickly after the flood,English,0.352,positive,AID_DISTRIBUTION,Aid distribution,0.963,True,False,2026-05-09 17:29:06
Q000158,R000373,S0003,G0002,2024-07-06,We have heard mixed things about the organisation,English,0.149,neutral,RUMOUR/MISINFORMATION,Rumour/misinformation,0.814,False,False,2026-05-09 17:29:06
Q000159,R000376,S0003,G0003,2024-07-06,Some families were excluded without explanation,English,-0.621,negative,RESPONSE_SPEED,Response speed,0.824,False,False,2026-05-09 17:29:06
Q000160,R000378,S0003,G0004,2024-07-06,They kept us informed throughout the process,English,0.626,positive,AID_DISTRIBUTION,Aid distribution,0.951,True,False,2026-05-09 17:29:06
Q000161,R000381,S0004,G0004,2024-10-18,We received some help but not everything we needed,English,0.051,neutral,RUMOUR/MISINFORMATION,Rumour/misinformation,0.942,True,False,2026-05-09 17:29:06
Q000162,R000383,S0004,G0002,2024-10-18,The team visited but we are not sure what happens next,English,0.217,neutral,RESOURCE_ALLOCATION,Resource allocation,0.827,True,False,2026-05-09 17:29:06
Q000163,R000384,S0004,G0001,2024-10-18,They kept us informed throughout the process,English,0.942,positive,STAFF_BEHAVIOUR,Staff behaviour,0.939,False,False,2026-05-09 17:29:06
Q000164,R000388,S0004,G0004,2024-10-18,We felt our community was not prioritised compared to others,English,-0.969,negative,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.916,True,False,2026-05-09 17:29:06
Q000165,R000391,S0004,G0002,2024-10-18,Some families were excluded without explanation,English,-0.85,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.969,False,False,2026-05-09 17:29:06
Q000166,R000392,S0004,G0004,2024-10-18,The response came too late after the emergency,English,-0.376,negative,ACCESS_TO_SERVICES,Access to services,0.961,True,False,2026-05-09 17:29:06
Q000167,R000393,S0004,G0002,2024-10-18,Distribution was fair and transparent,English,0.793,positive,COMMUNICATION_QUALITY,Communication quality,0.838,False,False,2026-05-09 17:29:06
Q000168,R000394,S0004,G0004,2024-10-18,The response came too late after the emergency,English,-0.232,negative,RUMOUR/MISINFORMATION,Rumour/misinformation,0.891,False,False,2026-05-09 17:29:06
Q000169,R000395,S0004,G0003,2024-10-18,They listened to our needs and responded accordingly,English,0.9,positive,AID_DISTRIBUTION,Aid distribution,0.913,False,False,2026-05-09 17:29:06
Q000170,R000399,S0004,G0002,2024-10-18,There were rumours that staff were taking goods for themselves,English,-0.551,negative,ACCESS_TO_SERVICES,Access to services,0.896,False,True,2026-05-09 17:29:06
Q000171,R000401,S0004,G0003,2024-10-18,We received some help but not everything we needed,English,0.203,neutral,ACCESS_TO_SERVICES,Access to services,0.847,False,False,2026-05-09 17:29:06
Q000172,R000402,S0004,G0002,2024-10-18,We felt our community was not prioritised compared to others,English,-0.411,negative,ACCESS_TO_SERVICES,Access to services,0.92,True,False,2026-05-09 17:29:06
Q000173,R000404,S0004,G0002,2024-10-18,Staff communicated clearly about what aid was available,English,0.963,positive,COMMUNICATION_QUALITY,Communication quality,0.907,True,False,2026-05-09 17:29:06
Q000174,R000408,S0004,G0001,2024-10-18,The team visited but we are not sure what happens next,English,0.296,neutral,RESPONSE_SPEED,Response speed,0.848,False,False,2026-05-09 17:29:06
Q000175,R000413,S0004,G0004,2024-10-18,The Red Cross team was very helpful and respectful to our community,English,0.924,positive,RESOURCE_ALLOCATION,Resource allocation,0.796,True,False,2026-05-09 17:29:06
Q000176,R000414,S0004,G0002,2024-10-18,The volunteers were trained and professional,English,0.417,positive,STAFF_BEHAVIOUR,Staff behaviour,0.822,False,False,2026-05-09 17:29:06
Q000177,R000416,S0004,G0004,2024-10-18,Staff communicated clearly about what aid was available,English,0.448,positive,STAFF_BEHAVIOUR,Staff behaviour,0.892,True,False,2026-05-09 17:29:06
Q000178,R000421,S0004,G0001,2024-10-18,The response came too late after the emergency,English,-0.665,negative,RESPONSE_SPEED,Response speed,0.873,True,False,2026-05-09 17:29:06
Q000179,R000423,S0004,G0003,2024-10-18,We heard the aid was being sold rather than distributed,English,-0.449,negative,RUMOUR/MISINFORMATION,Rumour/misinformation,0.829,True,True,2026-05-09 17:29:06
Q000180,R000428,S0004,G0001,2024-10-18,The response was okay but could have been faster,English,-0.066,neutral,AID_DISTRIBUTION,Aid distribution,0.839,False,False,2026-05-09 17:29:06
Q000181,R000429,S0004,G0002,2024-10-18,They kept us informed throughout the process,English,0.86,positive,AID_DISTRIBUTION,Aid distribution,0.777,True,False,2026-05-09 17:29:06
Q000182,R000432,S0004,G0004,2024-10-18,We did not receive any information about the aid distribution,English,-0.436,negative,ACCESS_TO_SERVICES,Access to services,0.934,True,False,2026-05-09 17:29:06
Q000183,R000433,S0004,G0003,2024-10-18,We felt our community was not prioritised compared to others,English,-0.881,negative,ACCESS_TO_SERVICES,Access to services,0.964,True,False,2026-05-09 17:29:06
Q000184,R000438,S0004,G0004,2024-10-18,We did not receive any information about the aid distribution,English,-0.339,negative,ACCESS_TO_SERVICES,Access to services,0.981,False,False,2026-05-09 17:29:06
Q000185,R000441,S0004,G0001,2024-10-18,Some people got assistance but others did not,English,0.074,neutral,RESPONSE_SPEED,Response speed,0.919,True,False,2026-05-09 17:29:06
Q000186,R000442,S0004,G0002,2024-10-18,We received food and medicine quickly after the flood,English,0.951,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.802,True,False,2026-05-09 17:29:06
Q000187,R000443,S0004,G0003,2024-10-18,We have heard mixed things about the organisation,English,0.129,neutral,RUMOUR/MISINFORMATION,Rumour/misinformation,0.782,False,False,2026-05-09 17:29:06
Q000188,R000445,S0004,G0002,2024-10-18,There were rumours that staff were taking goods for themselves,English,-0.597,negative,RUMOUR/MISINFORMATION,Rumour/misinformation,0.85,True,True,2026-05-09 17:29:06
Q000189,R000452,S0004,G0002,2024-10-18,The volunteers were trained and professional,English,0.443,positive,RESOURCE_ALLOCATION,Resource allocation,0.758,False,False,2026-05-09 17:29:06
Q000190,R000458,S0004,G0001,2024-10-18,The volunteers were trained and professional,English,0.391,positive,RESOURCE_ALLOCATION,Resource allocation,0.953,True,False,2026-05-09 17:29:06
Q000191,R000459,S0004,G0003,2024-10-18,The Red Cross team was very helpful and respectful to our community,English,0.842,positive,RESOURCE_ALLOCATION,Resource allocation,0.952,False,False,2026-05-09 17:29:06
Q000192,R000460,S0004,G0004,2024-10-18,We received food and medicine quickly after the flood,English,0.85,positive,AID_DISTRIBUTION,Aid distribution,0.85,False,False,2026-05-09 17:29:06
Q000193,R000461,S0004,G0001,2024-10-18,They kept us informed throughout the process,English,0.998,positive,STAFF_BEHAVIOUR,Staff behaviour,0.778,False,False,2026-05-09 17:29:06
Q000194,R000465,S0004,G0004,2024-10-18,We received food and medicine quickly after the flood,English,0.417,positive,RESOURCE_ALLOCATION,Resource allocation,0.878,True,False,2026-05-09 17:29:06
Q000195,R000466,S0004,G0002,2024-10-18,We trust them somewhat but have had issues in the past,English,0.188,neutral,AID_DISTRIBUTION,Aid distribution,0.929,True,False,2026-05-09 17:29:06
Q000196,R000467,S0004,G0001,2024-10-18,The volunteers were trained and professional,English,0.691,positive,RESOURCE_ALLOCATION,Resource allocation,0.947,False,False,2026-05-09 17:29:06
Q000197,R000468,S0004,G0004,2024-10-18,We received food and medicine quickly after the flood,English,0.674,positive,RESOURCE_ALLOCATION,Resource allocation,0.765,True,False,2026-05-09 17:29:06
Q000198,R000470,S0004,G0003,2024-10-18,The process was not transparent and we could not ask questions,English,-0.875,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.783,False,False,2026-05-09 17:29:06
Q000199,R000476,S0004,G0001,2024-10-18,We have heard mixed things about the organisation,English,0.276,neutral,RESPONSE_SPEED,Response speed,0.781,True,False,2026-05-09 17:29:06
Q000200,R000477,S0004,G0001,2024-10-18,Communication was poor and we did not know who to contact,English,-0.445,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.886,False,False,2026-05-09 17:29:06
Q000201,R000481,S0005,G0006,2024-01-14,We trust them somewhat but have had issues in the past,English,-0.162,neutral,AID_DISTRIBUTION,Aid distribution,0.964,True,False,2026-05-09 17:29:06
Q000202,R000484,S0005,G0007,2024-01-14,They listened to our needs and responded accordingly,English,0.894,positive,RESOURCE_ALLOCATION,Resource allocation,0.914,True,False,2026-05-09 17:29:06
Q000203,R000486,S0005,G0005,2024-01-14,They listened to our needs and responded accordingly,English,0.663,positive,COMMUNICATION_QUALITY,Communication quality,0.843,False,False,2026-05-09 17:29:06
Q000204,R000491,S0005,G0005,2024-01-14,We heard the aid was being sold rather than distributed,English,-0.88,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.837,True,True,2026-05-09 17:29:06
Q000205,R000493,S0005,G0008,2024-01-14,Staff communicated clearly about what aid was available,English,0.394,positive,RESOURCE_ALLOCATION,Resource allocation,0.759,True,False,2026-05-09 17:29:06
Q000206,R000498,S0005,G0005,2024-01-14,We trust them to help us in times of crisis,English,0.879,positive,RESOURCE_ALLOCATION,Resource allocation,0.773,False,False,2026-05-09 17:29:06
Q000207,R000503,S0005,G0005,2024-01-14,We received some help but not everything we needed,English,0.089,neutral,AID_DISTRIBUTION,Aid distribution,0.875,False,False,2026-05-09 17:29:06
Q000208,R000504,S0005,G0006,2024-01-14,Communication was poor and we did not know who to contact,English,-0.791,negative,ACCESS_TO_SERVICES,Access to services,0.852,False,False,2026-05-09 17:29:06
Q000209,R000510,S0005,G0006,2024-01-14,We received food and medicine quickly after the flood,English,0.726,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.973,False,False,2026-05-09 17:29:06
Q000210,R000511,S0005,G0007,2024-01-14,The response was okay but could have been faster,English,-0.057,neutral,STAFF_BEHAVIOUR,Staff behaviour,0.938,True,False,2026-05-09 17:29:06
Q000211,R000516,S0005,G0008,2024-01-14,Some families were excluded without explanation,English,-0.597,negative,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.977,False,False,2026-05-09 17:29:06
Q000212,R000518,S0005,G0008,2024-01-14,They listened to our needs and responded accordingly,English,0.774,positive,AID_DISTRIBUTION,Aid distribution,0.942,False,False,2026-05-09 17:29:06
Q000213,R000519,S0005,G0007,2024-01-14,Distribution was fair and transparent,English,0.353,positive,AID_DISTRIBUTION,Aid distribution,0.864,False,False,2026-05-09 17:29:06
Q000214,R000521,S0005,G0006,2024-01-14,Distribution was fair and transparent,English,0.409,positive,STAFF_BEHAVIOUR,Staff behaviour,0.779,True,False,2026-05-09 17:29:06
Q000215,R000522,S0005,G0008,2024-01-14,The volunteers were trained and professional,English,0.644,positive,RESOURCE_ALLOCATION,Resource allocation,0.817,True,False,2026-05-09 17:29:06
Q000216,R000528,S0005,G0007,2024-01-14,Some people got assistance but others did not,English,-0.017,neutral,CULTURAL_SENSITIVITY,Cultural sensitivity,0.817,True,False,2026-05-09 17:29:06
Q000217,R000533,S0005,G0005,2024-01-14,We received food and medicine quickly after the flood,English,0.615,positive,COMMUNICATION_QUALITY,Communication quality,0.812,False,False,2026-05-09 17:29:06
Q000218,R000534,S0005,G0007,2024-01-14,We heard the aid was being sold rather than distributed,English,-0.539,negative,ACCESS_TO_SERVICES,Access to services,0.792,False,True,2026-05-09 17:29:06
Q000219,R000537,S0005,G0007,2024-01-14,Distribution was fair and transparent,English,0.522,positive,COMMUNICATION_QUALITY,Communication quality,0.921,False,False,2026-05-09 17:29:07
Q000220,R000538,S0005,G0007,2024-01-14,The team visited but we are not sure what happens next,English,0.164,neutral,RESOURCE_ALLOCATION,Resource allocation,0.976,True,False,2026-05-09 17:29:07
Q000221,R000539,S0005,G0006,2024-01-14,The response was okay but could have been faster,English,-0.173,neutral,CULTURAL_SENSITIVITY,Cultural sensitivity,0.876,True,False,2026-05-09 17:29:07
Q000222,R000542,S0005,G0006,2024-01-14,Distribution was fair and transparent,English,0.905,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.984,False,False,2026-05-09 17:29:07
Q000223,R000544,S0005,G0008,2024-01-14,The volunteers were trained and professional,English,0.556,positive,COMMUNICATION_QUALITY,Communication quality,0.787,True,False,2026-05-09 17:29:07
Q000224,R000550,S0005,G0007,2024-01-14,Staff communicated clearly about what aid was available,English,0.503,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.898,False,False,2026-05-09 17:29:07
Q000225,R000551,S0005,G0008,2024-01-14,The response came too late after the emergency,English,-0.222,negative,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.815,False,False,2026-05-09 17:29:07
Q000226,R000554,S0005,G0005,2024-01-14,They kept us informed throughout the process,English,0.427,positive,COMMUNICATION_QUALITY,Communication quality,0.946,True,False,2026-05-09 17:29:07
Q000227,R000557,S0005,G0006,2024-01-14,We trust them somewhat but have had issues in the past,English,0.269,neutral,RUMOUR/MISINFORMATION,Rumour/misinformation,0.779,False,False,2026-05-09 17:29:07
Q000228,R000561,S0005,G0008,2024-01-14,Distribution was fair and transparent,English,0.952,positive,STAFF_BEHAVIOUR,Staff behaviour,0.764,True,False,2026-05-09 17:29:07
Q000229,R000565,S0005,G0007,2024-01-14,Some people got assistance but others did not,English,0.234,neutral,ACCESS_TO_SERVICES,Access to services,0.969,True,False,2026-05-09 17:29:07
Q000230,R000569,S0005,G0006,2024-01-14,There were rumours that staff were taking goods for themselves,English,-0.912,negative,ACCESS_TO_SERVICES,Access to services,0.908,True,True,2026-05-09 17:29:07
Q000231,R000578,S0005,G0006,2024-01-14,We felt our community was not prioritised compared to others,English,-0.294,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.94,False,False,2026-05-09 17:29:07
Q000232,R000583,S0005,G0006,2024-01-14,The volunteers were trained and professional,English,0.943,positive,RESOURCE_ALLOCATION,Resource allocation,0.884,True,False,2026-05-09 17:29:07
Q000233,R000584,S0005,G0005,2024-01-14,They listened to our needs and responded accordingly,English,0.463,positive,COMMUNICATION_QUALITY,Communication quality,0.772,False,False,2026-05-09 17:29:07
Q000234,R000585,S0005,G0006,2024-01-14,We trust them somewhat but have had issues in the past,English,0.151,neutral,AID_DISTRIBUTION,Aid distribution,0.893,False,False,2026-05-09 17:29:07
Q000235,R000586,S0005,G0005,2024-01-14,We have heard mixed things about the organisation,English,0.265,neutral,AID_DISTRIBUTION,Aid distribution,0.959,True,False,2026-05-09 17:29:07
